-180	-34.06318316
-179	-34.57037004
-178	-34.04641878
-177	-33.60782168
-176	-34.34009061
-175	-35.66898462
-174	-36.51879102
-173	-35.82953747
-172	-35.72631098
-171	-37.20035436
-170	-39.12784418
-169	-40.36147389
-168	-41.38641827
-167	-44.47162016
-166	-44.82010366
-165	-44.07889195
-164	-42.09079896
-163	-41.23862581
-162	-42.62053286
-161	-44.00489097
-160	-44.92937599
-159	-42.98753476
-158	-41.3913991
-157	-42.00515511
-156	-42.91764233
-155	-43.43728478
-154	-42.48745892
-153	-41.03770776
-152	-41.23198734
-151	-42.04895668
-150	-43.34569559
-149	-43.13128952
-148	-43.32431857
-147	-40.89423931
-146	-40.76521654
-145	-41.38359129
-144	-43.45701388
-143	-46.64792433
-142	-48.73246964
-141	-44.30409208
-140	-41.9950739
-139	-39.91650623
-138	-39.07026712
-137	-39.60240926
-136	-39.55389482
-135	-40.58998395
-134	-40.92272672
-133	-39.09816567
-132	-39.60017181
-131	-41.06027624
-130	-42.00734832
-129	-42.2079546
-128	-42.44300882
-127	-41.4897125
-126	-41.60651276
-125	-42.52515002
-124	-43.34478415
-123	-44.72126691
-122	-45.40826992
-121	-48.61148454
-120	-48.45252205
-119	-43.53440784
-118	-40.2641145
-117	-38.74197054
-116	-39.09776479
-115	-39.54118438
-114	-40.48251481
-113	-43.19337799
-112	-44.13472564
-111	-43.70891952
-110	-42.14983934
-109	-40.62120904
-108	-39.05672123
-107	-38.54868286
-106	-38.16277921
-105	-38.26791268
-104	-38.2619952
-103	-37.60817979
-102	-37.49108305
-101	-37.42946072
-100	-38.38724892
-99	-39.73460306
-98	-41.39338922
-97	-41.44021977
-96	-42.36610733
-95	-41.26395485
-94	-39.79383584
-93	-38.8098446
-92	-38.8511095
-91	-38.93548717
-90	-38.36109615
-89	-37.83262451
-88	-36.39081844
-87	-35.09243896
-86	-33.74295516
-85	-33.05631806
-84	-32.12613234
-83	-31.58014619
-82	-31.26577419
-81	-30.94885007
-80	-30.38851714
-79	-29.96619013
-78	-29.02618129
-77	-28.45888043
-76	-27.78505506
-75	-27.43010193
-74	-27.19184406
-73	-27.14041914
-72	-27.2458987
-71	-27.64876339
-70	-28.17014785
-69	-28.87929833
-68	-29.46397698
-67	-30.0482601
-66	-30.54046531
-65	-30.37558557
-64	-30.11404921
-63	-29.39434814
-62	-28.75236311
-61	-28.00499978
-60	-27.88541966
-59	-27.80814277
-58	-28.46075971
-57	-29.01539953
-56	-29.70123892
-55	-30.48380964
-54	-31.7146779
-53	-33.29844346
-52	-34.14568232
-51	-34.44594517
-50	-34.35030561
-49	-33.61424705
-48	-32.72251061
-47	-32.41863933
-46	-31.57187848
-45	-31.39127422
-44	-31.32393639
-43	-31.8257365
-42	-32.57513204
-41	-33.02546117
-40	-33.41004434
-39	-33.68146597
-38	-34.24936503
-37	-33.24395622
-36	-31.54885236
-35	-30.20399345
-34	-28.57550775
-33	-27.08703522
-32	-25.74039335
-31	-24.57968023
-30	-24.24386371
-29	-24.02596732
-28	-24.28132605
-27	-24.98151398
-26	-25.83885252
-25	-26.70509666
-24	-26.84479019
-23	-25.7142469
-22	-23.55304288
-21	-21.34956699
-20	-19.43362507
-19	-18.05874208
-18	-17.15924863
-17	-16.72486381
-16	-16.65932007
-15	-16.81856575
-14	-16.90671702
-13	-16.22740134
-12	-14.61145916
-11	-12.52573243
-10	-10.25600211
-9	-8.141706993
-8	-6.254576041
-7	-4.709842485
-6	-3.315794264
-5	-2.191123341
-4	-1.281283349
-3	-0.584587618
-2	-0.093623745
-1	0.197220114
0	0.326791015
1	0.285019824
2	0.067181012
3	-0.326677291
4	-0.955951388
5	-1.766743019
6	-2.752121769
7	-3.974339302
8	-5.464686291
9	-7.309092774
10	-9.472231667
11	-11.79313047
12	-13.78877519
13	-14.76624105
14	-14.82245453
15	-14.43260156
16	-14.17397304
17	-14.00136882
18	-13.84001019
19	-13.92401866
20	-14.35429771
21	-15.28758015
22	-16.80675659
23	-18.438416
24	-19.59148258
25	-20.07909833
26	-20.37213733
27	-20.48302202
28	-20.75278916
29	-20.7200312
30	-20.47505151
31	-20.51748532
32	-20.80056733
33	-21.30264126
34	-21.9903827
35	-22.48282416
36	-23.18750486
37	-24.37552863
38	-25.45377514
39	-26.259679
40	-26.99453926
41	-27.35800648
42	-27.61481333
43	-27.73594272
44	-28.08466916
45	-28.64351589
46	-29.18543333
47	-29.85752905
48	-29.78909503
49	-29.65019459
50	-28.93318296
51	-27.86174551
52	-27.0767003
53	-26.00994968
54	-25.31373628
55	-24.9420975
56	-24.79359054
57	-24.37939943
58	-23.97794266
59	-23.74221527
60	-23.29084194
61	-22.93260888
62	-22.81557762
63	-22.67672803
64	-22.73812411
65	-22.907786
66	-23.06566226
67	-23.203964
68	-23.42299728
69	-23.58310892
70	-23.65700394
71	-23.63380733
72	-23.53903744
73	-23.51928675
74	-23.29026969
75	-23.12881246
76	-23.16378652
77	-23.0283554
78	-23.13785737
79	-23.13106046
80	-23.27761951
81	-23.42499989
82	-23.7902927
83	-24.14501284
84	-24.58244109
85	-25.0593651
86	-25.8777842
87	-26.40089822
88	-27.22104107
89	-28.07602453
90	-28.73769589
91	-29.50332498
92	-30.51454456
93	-31.08674461
94	-31.84554869
95	-32.21610965
96	-32.52100273
97	-32.9632662
98	-33.52183609
99	-33.83512393
100	-33.87239825
101	-33.90408266
102	-34.26938306
103	-34.21417857
104	-34.44263827
105	-34.31636981
106	-33.96493991
107	-33.376332
108	-33.21534588
109	-32.9211453
110	-33.20521574
111	-33.59607976
112	-33.98801224
113	-33.974739
114	-34.85342207
115	-35.24146484
116	-36.21022663
117	-37.89959223
118	-38.692615
119	-39.3780774
120	-39.12023951
121	-39.99644352
122	-39.74281818
123	-39.70622159
124	-38.50092833
125	-38.30247079
126	-37.65149065
127	-37.58430621
128	-37.97779573
129	-38.49821102
130	-39.27476549
131	-39.38758626
132	-39.08127772
133	-37.78316816
134	-36.50396631
135	-35.59261951
136	-35.2901747
137	-35.52801484
138	-37.15251308
139	-39.00827271
140	-38.89965254
141	-38.20158915
142	-37.9241322
143	-38.71878112
144	-39.87600999
145	-42.54609831
146	-44.62555549
147	-42.89001548
148	-41.52443684
149	-39.32368034
150	-39.16357545
151	-38.28288492
152	-36.38451335
153	-35.84802635
154	-34.17465142
155	-33.74713528
156	-33.17945092
157	-33.57107473
158	-33.68467925
159	-33.63324522
160	-33.55002537
161	-33.67471148
162	-35.10857291
163	-36.47251133
164	-37.38702243
165	-37.08032471
166	-35.92805386
167	-35.35261077
168	-35.84968872
169	-36.66722292
170	-38.23661653
171	-38.40327657
172	-36.58108022
173	-35.99310779
174	-35.86515491
175	-37.84796332
176	-38.22187461
177	-35.75172839
178	-33.89840347
179	-33.74710532

